ward_code,ward_name,ward_type,district_name,province_name
27004,Phường 14,Phường,Quận Tân Bình,Thành phố Hồ Chí Minh
27007,Phường 15,Phường,Quận Tân Bình,Thành phố Hồ Chí Minh
27010,Phường Tân Sơn Nhì,Phường,Quận Tân Phú,Thành phố Hồ Chí Minh
27013,Phường Tây Thạnh,Phường,Quận Tân Phú,Thành phố Hồ Chí Minh
27016,Phường Sơn Kỳ,Phường,Quận Tân Phú,Thành phố Hồ Chí Minh
27019,Phường Tân Quý,Phường,Quận Tân Phú,Thành phố Hồ Chí Minh
27022,Phường Tân Thành,Phường,Quận Tân Phú,Thành phố Hồ Chí Minh
27025,Phường Phú Thọ Hòa,Phường,Quận Tân Phú,Thành phố Hồ Chí Minh
27028,Phường Phú Thạnh,Phường,Quận Tân Phú,Thành phố Hồ Chí Minh
27031,Phường Phú Trung,Phường,Quận Tân Phú,Thành phố Hồ Chí Minh
27034,Phường Hòa Thạnh,Phường,Quận Tân Phú,Thành phố Hồ Chí Minh
27037,Phường Hiệp Tân,Phường,Quận Tân Phú,Thành phố Hồ Chí Minh
27040,Phường Tân Thới Hòa,Phường,Quận Tân Phú,Thành phố Hồ Chí Minh
27043,Phường 4,Phường,Quận Phú Nhuận,Thành phố Hồ Chí Minh
27046,Phường 5,Xã,Quận Phú Nhuận,Thành phố Hồ Chí Minh
27049,Phường 9,Phường,Quận Phú Nhuận,Thành phố Hồ Chí Minh
27052,Phường 7,Phường,Quận Phú Nhuận,Thành phố Hồ Chí Minh
27058,Phường 1,Phường,Quận Phú Nhuận,Thành phố Hồ Chí Minh
27061,Phường 2,Phường,Quận Phú Nhuận,Thành phố Hồ Chí Minh
27064,Phường 8,Phường,Quận Phú Nhuận,Thành phố Hồ Chí Minh
27070,Phường 10,Phường,Quận Phú Nhuận,Thành phố Hồ Chí Minh
27073,Phường 11,Phường,Quận Phú Nhuận,Thành phố Hồ Chí Minh
27076,Phường 15,Xã,Quận Phú Nhuận,Thành phố Hồ Chí Minh
27085,Phường 13,Phường,Quận Phú Nhuận,Thành phố Hồ Chí Minh
26794,Phường Linh Xuân,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26797,Phường Bình Chiểu,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26800,Phường Linh Trung,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26803,Phường Tam Bình,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26806,Phường Tam Phú,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26809,Phường Hiệp Bình Phước,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26812,Phường Hiệp Bình Chánh,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26815,Phường Linh Chiểu,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26818,Phường Linh Tây,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26821,Phường Linh Đông,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26824,Phường Bình Thọ,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26827,Phường Trường Thọ,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26830,Phường Long Bình,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26833,Phường Long Thạnh Mỹ,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26836,Phường Tân Phú,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26839,Phường Hiệp Phú,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26842,Phường Tăng Nhơn Phú A,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26845,Phường Tăng Nhơn Phú B,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26848,Phường Phước Long B,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26851,Phường Phước Long A,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26854,Phường Trường Thạnh,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26857,Phường Long Phước,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26860,Phường Long Trường,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26863,Phường Phước Bình,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
26866,Phường Phú Hữu,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
27088,Phường Thảo Điền,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
27091,Phường An Phú,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
27094,Phường An Khánh,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
27097,Phường Bình Trưng Đông,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
27100,Phường Bình Trưng Tây,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
27109,Phường Cát Lái,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
27112,Phường Thạnh Mỹ Lợi,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
27115,Phường An Lợi Đông,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
27118,Phường Thủ Thiêm,Phường,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
27127,Phường 14,Phường,Quận 3,Thành phố Hồ Chí Minh
27130,Phường 12,Phường,Quận 3,Thành phố Hồ Chí Minh
27133,Phường 11,Phường,Quận 3,Thành phố Hồ Chí Minh
27139,Phường Võ Thị Sáu,Phường,Quận 3,Thành phố Hồ Chí Minh
27142,Phường 9,Phường,Quận 3,Thành phố Hồ Chí Minh
27148,Phường 4,Phường,Quận 3,Thành phố Hồ Chí Minh
27151,Phường 5,Phường,Quận 3,Thành phố Hồ Chí Minh
27154,Phường 3,Phường,Quận 3,Thành phố Hồ Chí Minh
27157,Phường 2,Phường,Quận 3,Thành phố Hồ Chí Minh
27160,Phường 1,Phường,Quận 3,Thành phố Hồ Chí Minh
27163,Phường 15,Phường,Quận 10,Thành phố Hồ Chí Minh
27166,Phường 13,Phường,Quận 10,Thành phố Hồ Chí Minh
27169,Phường 14,Phường,Quận 10,Thành phố Hồ Chí Minh
27172,Phường 12,Phường,Quận 10,Thành phố Hồ Chí Minh
27178,Phường 10,Phường,Quận 10,Thành phố Hồ Chí Minh
27181,Phường 9,Phường,Quận 10,Thành phố Hồ Chí Minh
27184,Phường 1,Phường,Quận 10,Thành phố Hồ Chí Minh
27187,Phường 8,Phường,Quận 10,Thành phố Hồ Chí Minh
27190,Phường 2,Phường,Quận 10,Thành phố Hồ Chí Minh
27193,Phường 4,Phường,Quận 10,Thành phố Hồ Chí Minh
27202,Phường 6,Phường,Quận 10,Thành phố Hồ Chí Minh
27208,Phường 15,Phường,Quận 11,Thành phố Hồ Chí Minh
27211,Phường 5,Phường,Quận 11,Thành phố Hồ Chí Minh
27214,Phường 14,Phường,Quận 11,Thành phố Hồ Chí Minh
27220,Phường 3,Phường,Quận 11,Thành phố Hồ Chí Minh
27226,Phường 11,Phường,Quận 11,Thành phố Hồ Chí Minh
27229,Phường 8,Phường,Quận 11,Thành phố Hồ Chí Minh
27232,Phường 10,Phường,Quận 11,Thành phố Hồ Chí Minh
27238,Phường 7,Phường,Quận 11,Thành phố Hồ Chí Minh
27247,Phường 1,Phường,Quận 11,Thành phố Hồ Chí Minh
27253,Phường 16,Phường,Quận 11,Thành phố Hồ Chí Minh
27259,Phường 13,Phường,Quận 4,Thành phố Hồ Chí Minh
27265,Phường 9,Phường,Quận 4,Thành phố Hồ Chí Minh
27271,Phường 8,Phường,Quận 4,Thành phố Hồ Chí Minh
27277,Phường 18,Phường,Quận 4,Thành phố Hồ Chí Minh
27283,Phường 4,Phường,Quận 4,Thành phố Hồ Chí Minh
27286,Phường 3,Phường,Quận 4,Thành phố Hồ Chí Minh
27289,Phường 16,Phường,Quận 4,Thành phố Hồ Chí Minh
27292,Phường 2,Phường,Quận 4,Thành phố Hồ Chí Minh
27295,Phường 15,Phường,Quận 4,Thành phố Hồ Chí Minh
27298,Phường 1,Phường,Quận 4,Thành phố Hồ Chí Minh
27301,Phường 4,Phường,Quận 5,Thành phố Hồ Chí Minh
27304,Phường 9,Phường,Quận 5,Thành phố Hồ Chí Minh
27307,Phường 2,Phường,Quận 5,Thành phố Hồ Chí Minh
27310,Phường 12,Phường,Quận 5,Thành phố Hồ Chí Minh
27316,Phường 7,Phường,Quận 5,Thành phố Hồ Chí Minh
27325,Phường 1,Phường,Quận 5,Thành phố Hồ Chí Minh
27328,Phường 11,Phường,Quận 5,Thành phố Hồ Chí Minh
27331,Phường 14,Phường,Quận 5,Thành phố Hồ Chí Minh
27334,Phường 5,Phường,Quận 5,Thành phố Hồ Chí Minh
27343,Phường 13,Phường,Quận 5,Thành phố Hồ Chí Minh
27346,Phường 14,Phường,Quận 6,Thành phố Hồ Chí Minh
27349,Phường 13,Phường,Quận 6,Thành phố Hồ Chí Minh
27352,Phường 9,Phường,Quận 6,Thành phố Hồ Chí Minh
27358,Phường 12,Phường,Quận 6,Thành phố Hồ Chí Minh
27364,Phường 11,Phường,Quận 6,Thành phố Hồ Chí Minh
27367,Phường 2,Phường,Quận 6,Thành phố Hồ Chí Minh
27373,Phường 1,Phường,Quận 6,Thành phố Hồ Chí Minh
27376,Phường 8,Phường,Quận 6,Thành phố Hồ Chí Minh
27382,Phường 7,Phường,Quận 6,Thành phố Hồ Chí Minh
27385,Phường 10,Phường,Quận 6,Thành phố Hồ Chí Minh
27397,Phường Rạch Ông,Phường,Quận 8,Thành phố Hồ Chí Minh
27403,Phường Hưng Phú,Phường,Quận 8,Thành phố Hồ Chí Minh
27409,Phường 4,Phường,Quận 8,Thành phố Hồ Chí Minh
27415,Phường Xóm Củi,Phường,Quận 8,Thành phố Hồ Chí Minh
27418,Phường 5,Phường,Quận 8,Thành phố Hồ Chí Minh
27421,Phường 14,Phường,Quận 8,Thành phố Hồ Chí Minh
27424,Phường 6,Phường,Quận 8,Thành phố Hồ Chí Minh
27427,Phường 15,Phường,Quận 8,Thành phố Hồ Chí Minh
27430,Phường 16,Phường,Quận 8,Thành phố Hồ Chí Minh
27433,Phường 7,Phường,Quận 8,Thành phố Hồ Chí Minh
27436,Phường Bình Hưng Hòa,Phường,Quận Bình Tân,Thành phố Hồ Chí Minh
27439,Phường Bình Hưng Hoà A,Phường,Quận Bình Tân,Thành phố Hồ Chí Minh
27442,Phường Bình Hưng Hoà B,Phường,Quận Bình Tân,Thành phố Hồ Chí Minh
27445,Phường Bình Trị Đông,Phường,Quận Bình Tân,Thành phố Hồ Chí Minh
27448,Phường Bình Trị Đông A,Phường,Quận Bình Tân,Thành phố Hồ Chí Minh
27451,Phường Bình Trị Đông B,Phường,Quận Bình Tân,Thành phố Hồ Chí Minh
27454,Phường Tân Tạo,Phường,Quận Bình Tân,Thành phố Hồ Chí Minh
27457,Phường Tân Tạo A,Phường,Quận Bình Tân,Thành phố Hồ Chí Minh
27460,Phường An Lạc,Phường,Quận Bình Tân,Thành phố Hồ Chí Minh
27463,Phường An Lạc A,Phường,Quận Bình Tân,Thành phố Hồ Chí Minh
27466,Phường Tân Thuận Đông,Phường,Quận 7,Thành phố Hồ Chí Minh
27469,Phường Tân Thuận Tây,Phường,Quận 7,Thành phố Hồ Chí Minh
27472,Phường Tân Kiểng,Phường,Quận 7,Thành phố Hồ Chí Minh
27475,Phường Tân Hưng,Phường,Quận 7,Thành phố Hồ Chí Minh
27478,Phường Bình Thuận,Phường,Quận 7,Thành phố Hồ Chí Minh
27481,Phường Tân Quy,Phường,Quận 7,Thành phố Hồ Chí Minh
27484,Phường Phú Thuận,Phường,Quận 7,Thành phố Hồ Chí Minh
27487,Phường Tân Phú,Phường,Quận 7,Thành phố Hồ Chí Minh
27490,Phường Tân Phong,Phường,Quận 7,Thành phố Hồ Chí Minh
27493,Phường Phú Mỹ,Phường,Quận 7,Thành phố Hồ Chí Minh
27496,Thị trấn Củ Chi,Thị trấn,Huyện Củ Chi,Thành phố Hồ Chí Minh
27499,Xã Phú Mỹ Hưng,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27502,Xã An Phú,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27505,Xã Trung Lập Thượng,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27508,Xã An Nhơn Tây,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27511,Xã Nhuận Đức,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27514,Xã Phạm Văn Cội,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27517,Xã Phú Hòa Đông,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27520,Xã Trung Lập Hạ,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27523,Xã Trung An,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27526,Xã Phước Thạnh,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27529,Xã Phước Hiệp,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27532,Xã Tân An Hội,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27535,Xã Phước Vĩnh An,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27538,Xã Thái Mỹ,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27541,Xã Tân Thạnh Tây,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27544,Xã Hòa Phú,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27547,Xã Tân Thạnh Đông,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27550,Xã Bình Mỹ,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27553,Xã Tân Phú Trung,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27556,Xã Tân Thông Hội,Xã,Huyện Củ Chi,Thành phố Hồ Chí Minh
27559,Thị trấn Hóc Môn,Thị trấn,Huyện Hóc Môn,Thành phố Hồ Chí Minh
27562,Xã Tân Hiệp,Xã,Huyện Hóc Môn,Thành phố Hồ Chí Minh
27565,Xã Nhị Bình,Xã,Huyện Hóc Môn,Thành phố Hồ Chí Minh
27568,Xã Đông Thạnh,Xã,Huyện Hóc Môn,Thành phố Hồ Chí Minh
27571,Xã Tân Thới Nhì,Xã,Huyện Hóc Môn,Thành phố Hồ Chí Minh
27574,Xã Thới Tam Thôn,Xã,Huyện Hóc Môn,Thành phố Hồ Chí Minh
27577,Xã Xuân Thới Sơn,Xã,Huyện Hóc Môn,Thành phố Hồ Chí Minh
27580,Xã Tân Xuân,Xã,Huyện Hóc Môn,Thành phố Hồ Chí Minh
27583,Xã Xuân Thới Đông,Xã,Huyện Hóc Môn,Thành phố Hồ Chí Minh
27586,Xã Trung Chánh,Xã,Huyện Hóc Môn,Thành phố Hồ Chí Minh
27589,Xã Xuân Thới Thượng,Xã,Huyện Hóc Môn,Thành phố Hồ Chí Minh
27592,Xã Bà Điểm,Xã,Huyện Hóc Môn,Thành phố Hồ Chí Minh
27595,Thị trấn Tân Túc,Thị trấn,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27598,Xã Phạm Văn Hai,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27601,Xã Vĩnh Lộc A,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27604,Xã Vĩnh Lộc B,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27607,Xã Bình Lợi,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27610,Xã Lê Minh Xuân,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27613,Xã Tân Nhựt,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27616,Xã Tân Kiên,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27619,Xã Bình Hưng,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27622,Xã Phong Phú,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27625,Xã An Phú Tây,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27628,Xã Hưng Long,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27631,Xã Đa Phước,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27634,Xã Tân Quý Tây,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27637,Xã Bình Chánh,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27640,Xã Quy Đức,Xã,Huyện Bình Chánh,Thành phố Hồ Chí Minh
27643,Thị trấn Nhà Bè,Thị trấn,Huyện Nhà Bè,Thành phố Hồ Chí Minh
27646,Xã Phước Kiển,Xã,Huyện Nhà Bè,Thành phố Hồ Chí Minh
27649,Xã Phước Lộc,Xã,Huyện Nhà Bè,Thành phố Hồ Chí Minh
27652,Xã Nhơn Đức,Xã,Huyện Nhà Bè,Thành phố Hồ Chí Minh
27655,Xã Phú Xuân,Xã,Huyện Nhà Bè,Thành phố Hồ Chí Minh
27658,Xã Long Thới,Xã,Huyện Nhà Bè,Thành phố Hồ Chí Minh
27661,Xã Hiệp Phước,Xã,Huyện Nhà Bè,Thành phố Hồ Chí Minh
27664,Thị trấn Cần Thạnh,Thị trấn,Huyện Cần Giờ,Thành phố Hồ Chí Minh
27667,Xã Bình Khánh,Xã,Huyện Cần Giờ,Thành phố Hồ Chí Minh
27670,Xã Tam Thôn Hiệp,Xã,Huyện Cần Giờ,Thành phố Hồ Chí Minh
27673,Xã An Thới Đông,Xã,Huyện Cần Giờ,Thành phố Hồ Chí Minh
27676,Xã Thạnh An,Xã,Huyện Cần Giờ,Thành phố Hồ Chí Minh
27679,Xã Long Hòa,Xã,Huyện Cần Giờ,Thành phố Hồ Chí Minh
27682,Xã Lý Nhơn,Xã,Huyện Cần Giờ,Thành phố Hồ Chí Minh
27685,Phường 5,Phường,Thành phố Tân An,Tỉnh Long An
27691,Phường 4,Phường,Thành phố Tân An,Tỉnh Long An
27692,Phường Tân Khánh,Phường,Thành phố Tân An,Tỉnh Long An
27694,Phường 1,Phường,Thành phố Tân An,Tỉnh Long An
27697,Phường 3,Phường,Thành phố Tân An,Tỉnh Long An
27698,Phường 7,Phường,Thành phố Tân An,Tỉnh Long An
27700,Phường 6,Phường,Thành phố Tân An,Tỉnh Long An
27703,Xã Hướng Thọ Phú,Xã,Thành phố Tân An,Tỉnh Long An
27706,Xã Nhơn Thạnh Trung,Xã,Thành phố Tân An,Tỉnh Long An
27709,Xã Lợi Bình Nhơn,Xã,Thành phố Tân An,Tỉnh Long An
27712,Xã Bình Tâm,Xã,Thành phố Tân An,Tỉnh Long An
27715,Phường Khánh Hậu,Phường,Thành phố Tân An,Tỉnh Long An
27718,Xã An Vĩnh Ngãi,Xã,Thành phố Tân An,Tỉnh Long An
27787,Phường 1,Phường,Thị xã Kiến Tường,Tỉnh Long An
27788,Phường 2,Phường,Thị xã Kiến Tường,Tỉnh Long An
27790,Xã Thạnh Trị,Xã,Thị xã Kiến Tường,Tỉnh Long An
27793,Xã Bình Hiệp,Xã,Thị xã Kiến Tường,Tỉnh Long An
27799,Xã Bình Tân,Xã,Thị xã Kiến Tường,Tỉnh Long An
27805,Xã Tuyên Thạnh,Xã,Thị xã Kiến Tường,Tỉnh Long An
27806,Phường 3,Phường,Thị xã Kiến Tường,Tỉnh Long An
27817,Xã Thạnh Hưng,Xã,Thị xã Kiến Tường,Tỉnh Long An
27721,Thị trấn Tân Hưng,Thị trấn,Huyện Tân Hưng,Tỉnh Long An
27724,Xã Hưng Hà,Xã,Huyện Tân Hưng,Tỉnh Long An
27727,Xã Hưng Điền B,Xã,Huyện Tân Hưng,Tỉnh Long An
27730,Xã Hưng Điền,Xã,Huyện Tân Hưng,Tỉnh Long An
27733,Xã Thạnh Hưng,Xã,Huyện Tân Hưng,Tỉnh Long An
27736,Xã Hưng Thạnh,Xã,Huyện Tân Hưng,Tỉnh Long An
27739,Xã Vĩnh Thạnh,Xã,Huyện Tân Hưng,Tỉnh Long An
27742,Xã Vĩnh Châu B,Xã,Huyện Tân Hưng,Tỉnh Long An
27745,Xã Vĩnh Lợi,Xã,Huyện Tân Hưng,Tỉnh Long An
27748,Xã Vĩnh Đại,Xã,Huyện Tân Hưng,Tỉnh Long An
27751,Xã Vĩnh Châu A,Xã,Huyện Tân Hưng,Tỉnh Long An
27754,Xã Vĩnh Bửu,Xã,Huyện Tân Hưng,Tỉnh Long An
27757,Thị trấn Vĩnh Hưng,Thị trấn,Huyện Vĩnh Hưng,Tỉnh Long An
27760,Xã Hưng Điền A,Xã,Huyện Vĩnh Hưng,Tỉnh Long An
27763,Xã Khánh Hưng,Xã,Huyện Vĩnh Hưng,Tỉnh Long An
27766,Xã Thái Trị,Xã,Huyện Vĩnh Hưng,Tỉnh Long An
27769,Xã Vĩnh Trị,Xã,Huyện Vĩnh Hưng,Tỉnh Long An
27772,Xã Thái Bình Trung,Xã,Huyện Vĩnh Hưng,Tỉnh Long An
27775,Xã Vĩnh Bình,Xã,Huyện Vĩnh Hưng,Tỉnh Long An
27778,Xã Vĩnh Thuận,Xã,Huyện Vĩnh Hưng,Tỉnh Long An
27781,Xã Tuyên Bình,Xã,Huyện Vĩnh Hưng,Tỉnh Long An
27784,Xã Tuyên Bình Tây,Xã,Huyện Vĩnh Hưng,Tỉnh Long An
27796,Xã Bình Hòa Tây,Xã,Huyện Mộc Hóa,Tỉnh Long An
27802,Xã Bình Thạnh,Xã,Huyện Mộc Hóa,Tỉnh Long An
27808,Xã Bình Hòa Trung,Xã,Huyện Mộc Hóa,Tỉnh Long An
27811,Xã Bình Hòa Đông,Xã,Huyện Mộc Hóa,Tỉnh Long An
27814,Thị trấn Bình Phong Thạnh,Thị trấn,Huyện Mộc Hóa,Tỉnh Long An
27820,Xã Tân Lập,Xã,Huyện Mộc Hóa,Tỉnh Long An
27823,Xã Tân Thành,Xã,Huyện Mộc Hóa,Tỉnh Long An
27826,Thị trấn Tân Thạnh,Thị trấn,Huyện Tân Thạnh,Tỉnh Long An
27829,Xã Bắc Hòa,Xã,Huyện Tân Thạnh,Tỉnh Long An
27832,Xã Hậu Thạnh Tây,Xã,Huyện Tân Thạnh,Tỉnh Long An
27835,Xã Nhơn Hòa Lập,Xã,Huyện Tân Thạnh,Tỉnh Long An
27838,Xã Tân Lập,Xã,Huyện Tân Thạnh,Tỉnh Long An
27841,Xã Hậu Thạnh Đông,Xã,Huyện Tân Thạnh,Tỉnh Long An
27844,Xã Nhơn Hoà,Xã,Huyện Tân Thạnh,Tỉnh Long An
27847,Xã Kiến Bình,Xã,Huyện Tân Thạnh,Tỉnh Long An
27850,Xã Tân Thành,Xã,Huyện Tân Thạnh,Tỉnh Long An
27853,Xã Tân Bình,Xã,Huyện Tân Thạnh,Tỉnh Long An
27856,Xã Tân Ninh,Xã,Huyện Tân Thạnh,Tỉnh Long An
27859,Xã Nhơn Ninh,Xã,Huyện Tân Thạnh,Tỉnh Long An
27862,Xã Tân Hòa,Xã,Huyện Tân Thạnh,Tỉnh Long An
27865,Thị trấn Thạnh Hóa,Thị trấn,Huyện Thạnh Hóa,Tỉnh Long An
27868,Xã Tân Hiệp,Xã,Huyện Thạnh Hóa,Tỉnh Long An
27871,Xã Thuận Bình,Xã,Huyện Thạnh Hóa,Tỉnh Long An
27874,Xã Thạnh Phước,Xã,Huyện Thạnh Hóa,Tỉnh Long An
27877,Xã Thạnh Phú,Xã,Huyện Thạnh Hóa,Tỉnh Long An
27880,Xã Thuận Nghĩa Hòa,Xã,Huyện Thạnh Hóa,Tỉnh Long An
27883,Xã Thủy Đông,Xã,Huyện Thạnh Hóa,Tỉnh Long An
27886,Xã Thủy Tây,Xã,Huyện Thạnh Hóa,Tỉnh Long An
27889,Xã Tân Tây,Xã,Huyện Thạnh Hóa,Tỉnh Long An
27892,Xã Tân Đông,Xã,Huyện Thạnh Hóa,Tỉnh Long An
27895,Xã Thạnh An,Xã,Huyện Thạnh Hóa,Tỉnh Long An
27898,Thị trấn Đông Thành,Thị trấn,Huyện Đức Huệ,Tỉnh Long An
27901,Xã Mỹ Quý Đông,Xã,Huyện Đức Huệ,Tỉnh Long An
27904,Xã Mỹ Thạnh Bắc,Xã,Huyện Đức Huệ,Tỉnh Long An
27907,Xã Mỹ Quý Tây,Xã,Huyện Đức Huệ,Tỉnh Long An
27910,Xã Mỹ Thạnh Tây,Xã,Huyện Đức Huệ,Tỉnh Long An
27913,Xã Mỹ Thạnh Đông,Xã,Huyện Đức Huệ,Tỉnh Long An
27916,Xã Bình Thành,Xã,Huyện Đức Huệ,Tỉnh Long An
27919,Xã Bình Hòa Bắc,Xã,Huyện Đức Huệ,Tỉnh Long An
27922,Xã Bình Hòa Hưng,Xã,Huyện Đức Huệ,Tỉnh Long An
27925,Xã Bình Hòa Nam,Xã,Huyện Đức Huệ,Tỉnh Long An
27928,Xã Mỹ Bình,Xã,Huyện Đức Huệ,Tỉnh Long An
27931,Thị trấn Hậu Nghĩa,Thị trấn,Huyện Đức Hòa,Tỉnh Long An
27934,Thị trấn Hiệp Hòa,Thị trấn,Huyện Đức Hòa,Tỉnh Long An
27937,Thị trấn Đức Hòa,Thị trấn,Huyện Đức Hòa,Tỉnh Long An
27940,Xã Lộc Giang,Xã,Huyện Đức Hòa,Tỉnh Long An
27943,Xã An Ninh Đông,Xã,Huyện Đức Hòa,Tỉnh Long An
27946,Xã An Ninh Tây,Xã,Huyện Đức Hòa,Tỉnh Long An
27949,Xã Tân Mỹ,Xã,Huyện Đức Hòa,Tỉnh Long An
27952,Xã Hiệp Hòa,Xã,Huyện Đức Hòa,Tỉnh Long An
27955,Xã Đức Lập Thượng,Xã,Huyện Đức Hòa,Tỉnh Long An
27958,Xã Đức Lập Hạ,Xã,Huyện Đức Hòa,Tỉnh Long An
27961,Xã Tân Phú,Xã,Huyện Đức Hòa,Tỉnh Long An
27964,Xã Mỹ Hạnh Bắc,Xã,Huyện Đức Hòa,Tỉnh Long An
27967,Xã Đức Hòa Thượng,Xã,Huyện Đức Hòa,Tỉnh Long An
27970,Xã Hòa Khánh Tây,Xã,Huyện Đức Hòa,Tỉnh Long An
27973,Xã Hòa Khánh Đông,Xã,Huyện Đức Hòa,Tỉnh Long An
27976,Xã Mỹ Hạnh Nam,Xã,Huyện Đức Hòa,Tỉnh Long An
27979,Xã Hòa Khánh Nam,Xã,Huyện Đức Hòa,Tỉnh Long An
27982,Xã Đức Hòa Đông,Xã,Huyện Đức Hòa,Tỉnh Long An
27985,Xã Đức Hòa Hạ,Xã,Huyện Đức Hòa,Tỉnh Long An
27988,Xã Hựu Thạnh,Xã,Huyện Đức Hòa,Tỉnh Long An
27991,Thị trấn Bến Lức,Thị trấn,Huyện Bến Lức,Tỉnh Long An
27994,Xã Thạnh Lợi,Xã,Huyện Bến Lức,Tỉnh Long An
27997,Xã Lương Bình,Xã,Huyện Bến Lức,Tỉnh Long An
28000,Xã Thạnh Hòa,Xã,Huyện Bến Lức,Tỉnh Long An
28003,Xã Lương Hòa,Xã,Huyện Bến Lức,Tỉnh Long An
28009,Xã Tân Bửu,Xã,Huyện Bến Lức,Tỉnh Long An
28012,Xã An Thạnh,Xã,Huyện Bến Lức,Tỉnh Long An
28015,Xã Bình Đức,Xã,Huyện Bến Lức,Tỉnh Long An
28018,Xã Mỹ Yên,Xã,Huyện Bến Lức,Tỉnh Long An
28021,Xã Thanh Phú,Xã,Huyện Bến Lức,Tỉnh Long An
28024,Xã Long Hiệp,Xã,Huyện Bến Lức,Tỉnh Long An
28027,Xã Thạnh Đức,Xã,Huyện Bến Lức,Tỉnh Long An
28030,Xã Phước Lợi,Xã,Huyện Bến Lức,Tỉnh Long An
